sample_id,aromatic,hydrocarbon,carboxylic_acid,nitrogen_bearing_compound,chlorine_bearing_compound,sulfur_bearing_compound,alcohol,other_oxygen_bearing_compound,mineral
S0628,0,0,0,0,0,0,0,0,0
S0629,0,0,0,0,0,0,0,0,0
S0630,0,0,0,0,0,0,0,0,1
S0631,1,0,0,0,0,0,0,0,0
S0632,0,1,0,0,0,0,0,0,0
S0633,0,1,0,0,0,0,0,0,0
S0634,1,0,0,0,0,0,0,0,1
S0635,0,0,0,0,0,0,0,0,0
S0636,0,0,0,0,0,0,0,0,0
S0637,0,0,0,0,0,0,0,0,0
S0638,0,0,0,0,0,0,0,0,0
S0639,0,0,0,0,0,0,0,0,0
S0640,0,0,0,0,0,0,0,0,0
S0641,0,0,0,0,0,0,0,0,0
S0642,0,0,0,0,0,0,0,0,0
S0643,1,1,1,1,1,1,1,1,0
S0644,0,1,0,0,0,0,0,0,0
S0645,0,0,0,1,0,0,0,0,0
S0646,0,0,0,0,0,0,0,0,1
S0647,0,0,0,0,0,0,0,0,0
S0648,0,1,0,0,0,0,0,0,0
S0649,1,0,1,1,0,0,0,0,1
S0650,0,0,0,0,0,0,0,1,0
S0651,0,0,0,0,0,0,0,0,0
S0652,0,1,0,0,0,0,0,0,0
S0653,0,0,0,0,0,0,0,0,0
S0654,0,0,0,0,0,0,0,0,0
S0655,0,0,0,0,0,0,0,0,0
S0656,0,1,0,0,0,0,0,0,0
S0657,0,0,0,0,0,0,0,0,0
S0658,0,1,0,0,0,0,0,0,0
S0659,0,0,0,0,0,0,0,0,1
S0660,0,1,0,0,0,0,0,0,0
S0661,0,1,0,0,0,0,0,0,0
S0662,0,0,0,0,0,0,0,0,0
S0663,0,0,0,0,0,0,0,0,1
S0664,0,0,0,0,0,0,0,0,0
S0665,0,0,0,0,0,0,0,0,1
S0666,0,0,0,0,0,0,0,0,1
S0667,0,0,1,1,0,0,0,0,0
S0668,0,0,1,0,0,0,0,0,0
S0669,0,1,0,0,0,0,0,0,0
S0670,0,0,0,0,0,0,0,0,0
S0671,0,1,0,0,0,0,0,0,0
S0672,0,1,0,0,0,0,0,0,0
S0673,0,1,0,0,0,0,0,0,0
S0674,0,1,0,0,0,0,0,0,0
S0675,0,0,0,0,0,0,0,0,0
S0676,0,1,0,0,0,0,0,0,0
S0677,1,0,1,1,0,0,0,0,1
S0678,0,0,0,0,0,0,0,0,0
S0679,0,0,0,0,0,0,0,0,0
S0680,0,0,0,0,0,0,0,0,0
S0681,0,1,0,0,0,0,0,0,0
S0682,0,0,1,1,0,0,0,0,0
S0683,0,0,0,0,0,0,0,0,0
S0684,1,0,0,0,0,0,0,0,1
S0685,0,0,0,0,0,0,0,0,0
S0686,0,0,0,0,0,0,0,0,0
S0687,0,1,0,0,0,0,0,0,0
S0688,0,0,0,0,0,0,0,0,0
S0689,0,1,0,0,0,0,0,0,0
S0690,0,0,0,0,0,0,0,0,0
S0691,0,0,0,0,0,0,0,0,0
S0692,0,0,0,0,0,0,0,0,0
S0693,0,0,0,0,0,0,0,0,0
S0694,0,0,1,1,0,0,0,0,0
S0695,0,0,0,0,0,0,0,0,1
S0696,0,1,0,0,0,0,0,0,0
S0697,0,0,0,0,0,0,0,0,0
S0698,0,0,1,1,0,1,1,0,0
S0699,1,1,0,0,0,1,0,0,0
S0700,0,1,0,0,0,0,0,0,0
S0701,0,0,0,0,0,0,0,0,0
S0702,0,0,0,0,0,0,0,0,0
S0703,0,0,1,0,0,0,0,0,0
S0704,1,0,1,0,0,0,0,0,0
S0705,0,0,0,0,0,0,0,0,0
S0706,0,1,0,0,0,0,0,0,0
S0707,0,0,0,0,0,0,0,0,0
S0708,0,1,0,0,0,0,0,0,0
S0709,0,1,0,0,0,0,0,0,0
S0710,0,0,1,1,0,0,0,0,0
S0711,0,0,1,1,0,0,0,0,0
S0712,0,1,0,0,0,0,0,0,0
S0713,0,1,0,0,0,0,0,0,0
S0714,0,0,1,0,0,0,0,0,0
S0715,0,0,0,0,0,0,0,0,0
S0716,0,1,0,1,0,0,0,0,0
S0717,0,0,0,0,0,0,0,0,0
S0718,0,1,0,0,0,0,0,0,0
S0719,0,1,0,0,0,0,0,0,0
S0720,0,0,0,0,0,0,0,0,1
S0721,0,0,1,1,0,0,0,0,0
S0722,0,0,0,0,0,0,0,0,0
S0723,0,1,0,0,0,0,0,0,0
S0724,0,1,0,0,0,0,0,0,0
S0725,0,1,0,0,0,0,0,0,0
S0726,0,1,0,0,0,0,0,0,0
S0727,0,0,0,0,0,0,0,0,0
S0728,0,0,0,0,0,0,0,0,1
S0729,0,0,0,0,0,0,0,0,1
S0730,0,1,0,0,0,0,0,0,0
S0731,1,1,1,1,1,1,1,1,0
S0732,0,0,0,0,0,0,0,0,1
S0733,0,0,0,0,0,0,0,0,0
S0734,0,0,0,0,0,0,0,0,0
S0735,1,0,1,1,0,0,0,0,0
S0736,0,0,0,0,0,0,0,0,1
S0737,0,0,0,0,0,0,0,0,0
S0738,0,0,0,0,0,0,0,0,0
S0739,0,1,0,0,0,0,0,0,0
S0740,0,0,1,0,0,0,0,0,0
S0741,0,0,0,0,0,0,0,0,0
S0742,0,0,0,0,0,0,0,0,0
S0743,0,0,0,0,0,0,0,0,1
S0744,0,0,0,0,0,0,0,0,0
S0745,0,1,0,0,0,0,0,0,0
S0746,0,0,0,0,0,0,0,0,1
S0747,0,1,0,0,0,0,0,0,0
S0748,0,0,1,1,0,0,0,0,0
S0749,1,0,0,0,0,0,0,0,1
S0750,0,0,0,0,0,0,0,0,0
S0751,1,0,0,0,0,0,0,0,1
S0752,0,0,0,0,0,0,0,0,1
S0753,0,0,0,0,0,0,0,0,0
S0754,0,0,0,0,0,0,0,0,0
S0755,0,0,0,0,0,0,0,0,0
S0756,0,1,0,0,0,0,0,0,0
S0757,0,0,0,0,0,0,0,0,0
S0758,0,1,0,0,0,0,0,0,0
S0759,0,0,0,0,0,0,0,0,1
S0760,0,0,0,0,0,0,0,0,0
S0761,0,0,0,1,0,0,0,0,0
S0762,1,0,1,0,0,0,0,0,0
S0763,1,1,0,0,0,1,0,0,0
S0764,1,1,1,1,1,1,1,1,0
S0765,0,0,0,0,0,0,1,0,0
S0766,0,0,0,0,0,0,0,0,0
S0767,0,1,0,0,0,0,0,0,0
S0768,0,0,0,0,0,0,0,0,0
S0769,0,1,0,0,0,0,0,0,0
S0770,0,0,0,0,0,0,0,1,0
S0771,0,0,0,0,0,0,0,0,0
S0772,0,0,0,0,0,0,0,0,0
S0773,0,0,0,0,0,0,0,0,0
S0774,0,0,0,0,0,0,0,0,0
S0775,0,0,1,0,0,0,0,0,0
S0776,0,0,0,0,0,0,0,0,0
S0777,0,1,0,0,0,0,0,0,0
S0778,1,0,1,1,0,0,0,0,0
S0779,0,1,0,0,0,0,0,0,0
S0780,0,0,0,0,0,0,0,0,1
S0781,0,0,0,0,0,0,0,0,0
S0782,0,0,0,0,0,0,0,0,0
S0783,1,0,0,0,0,0,0,0,1
S0784,0,0,1,1,0,0,0,0,0
S0785,1,0,1,1,0,0,0,0,1
S0786,1,1,0,0,0,1,0,0,0
S0787,0,0,1,1,0,1,1,0,0
S0788,0,1,0,0,0,0,0,0,0
S0789,0,1,0,0,0,0,0,0,0
S0790,1,0,0,0,0,0,0,0,0
S0791,0,1,0,0,0,0,0,0,0
S0792,0,0,0,0,0,0,0,0,0
S0793,0,0,0,0,0,0,0,0,1
S0794,0,0,0,0,0,0,0,0,0
S0795,0,1,0,0,0,0,0,0,0
S0796,0,0,0,0,0,0,0,0,0
S0797,0,1,0,0,0,0,0,0,0
S0798,0,0,0,0,0,0,0,0,1
S0799,0,1,0,0,0,0,0,0,0
S0800,0,1,0,0,0,0,0,0,0
S0801,0,0,0,0,0,0,0,0,0
S0802,0,0,0,0,0,0,0,0,0
S0803,0,0,0,0,0,0,0,0,0
S0804,0,1,0,0,0,0,0,0,0
S0805,0,1,0,0,0,0,0,0,0
S0806,0,0,0,0,0,0,0,0,1
S0807,0,1,0,0,0,0,0,0,0
S0808,0,0,0,0,0,0,0,0,0
